LOOPID,HHMMSS,YYYYMMDD,has_data,scan_count,flag,volume
1,121840,20111025,1,321,0,8
1,121900,20111025,1,168,0,4
1,121920,20111025,1,159,0,7
1,121940,20111025,1,72,0,5
1,122000,20111025,1,166,0,5
1,122020,20111025,1,98,0,6
1,122040,20111025,1,159,0,5
1,122100,20111025,1,74,0,5
1,122120,20111025,1,147,0,9
1,122140,20111025,1,90,0,5
1,122200,20111025,1,29,0,3
1,122220,20111025,1,110,0,5
1,122240,20111025,1,151,0,7
1,122300,20111025,1,150,0,5
1,122320,20111025,1,154,0,6
1,122340,20111025,1,191,0,4
1,122400,20111025,1,192,0,8
1,122420,20111025,1,108,0,6
1,122440,20111025,1,113,0,5
1,122500,20111025,1,120,0,3
1,122520,20111025,1,198,0,6
1,122540,20111025,1,192,0,7
1,122600,20111025,1,132,0,4
1,122620,20111025,1,168,0,8
1,122640,20111025,1,231,0,6
1,122700,20111025,1,45,0,4
1,122720,20111025,1,60,0,5
1,122740,20111025,1,21,0,2
1,122800,20111025,1,150,0,7
1,122820,20111025,1,33,0,2
1,122840,20111025,1,123,0,5
1,122900,20111025,1,57,0,5
1,122920,20111025,1,180,0,4
1,122940,20111025,1,78,0,4
1,123000,20111025,1,105,0,8
1,123020,20111025,1,141,0,5
1,123040,20111025,1,105,0,4
1,123100,20111025,1,93,0,5
1,123120,20111025,1,48,0,4
1,123140,20111025,1,72,0,3
1,123200,20111025,1,39,0,4
1,123220,20111025,1,183,0,7
1,123240,20111025,1,116,0,6
1,123300,20111025,1,48,0,3
1,123320,20111025,1,177,0,5
1,123340,20111025,1,176,0,3
1,123400,20111025,1,186,0,5
1,123420,20111025,1,232,0,5
1,123440,20111025,1,179,0,6
1,123500,20111025,1,96,0,4
1,123520,20111025,1,147,0,6
1,123540,20111025,1,270,0,7
1,123600,20111025,1,207,0,3
1,123620,20111025,1,78,0,3
1,123640,20111025,1,141,0,6
1,123700,20111025,1,118,0,7
1,123720,20111025,1,354,0,6
1,123740,20111025,1,252,0,6
1,123800,20111025,1,278,0,5
1,123820,20111025,1,129,0,6
1,123840,20111025,1,318,0,9
1,123900,20111025,1,12,0,1
1,123920,20111025,1,57,0,2
1,123940,20111025,1,189,0,5
1,124000,20111025,1,222,0,5
1,124020,20111025,1,96,0,2
1,124040,20111025,1,204,0,5
1,124100,20111025,1,66,0,6
1,124120,20111025,1,168,0,4
1,124140,20111025,1,99,0,4
1,124200,20111025,1,168,0,7
1,124220,20111025,1,127,0,7
1,124240,20111025,1,121,0,6
1,124300,20111025,1,60,0,5
1,124320,20111025,1,258,0,7
1,124340,20111025,1,132,0,5
1,124400,20111025,1,129,0,7
1,124420,20111025,1,87,0,4
1,124440,20111025,1,210,0,6
1,124500,20111025,1,134,0,4
1,124520,20111025,1,172,0,5
1,124540,20111025,1,69,0,5
1,124600,20111025,1,210,0,9
1,124620,20111025,1,17,0,2
1,124640,20111025,1,81,0,3
1,124700,20111025,1,81,0,7
1,124720,20111025,1,223,0,8
1,124740,20111025,1,125,0,8
1,124800,20111025,1,174,0,6
1,124820,20111025,1,51,0,1
1,124840,20111025,1,183,0,5
1,124900,20111025,1,137,0,5
1,124920,20111025,1,303,0,6
1,124940,20111025,1,147,0,7
1,125000,20111025,1,111,0,5
1,125020,20111025,1,263,0,8
1,125040,20111025,1,93,0,4
1,125100,20111025,1,141,0,4
1,125120,20111025,1,135,0,5
1,125140,20111025,1,117,0,2
1,125200,20111025,1,220,0,7
1,125220,20111025,1,254,0,6
1,125240,20111025,1,261,0,9
1,125300,20111025,1,97,0,4
1,125320,20111025,1,68,0,2
1,125340,20111025,1,36,0,1
1,125400,20111025,1,204,0,7
1,125420,20111025,1,87,0,3
1,125440,20111025,1,207,0,6
1,125500,20111025,1,244,0,7
1,125520,20111025,1,210,0,6
1,125540,20111025,1,200,0,6
1,125600,20111025,1,181,0,6
1,125620,20111025,1,141,0,2
1,125640,20111025,1,192,0,6
1,125700,20111025,1,63,0,4
1,125720,20111025,1,96,0,4
1,125740,20111025,1,171,0,7
1,125800,20111025,1,42,0,4
1,125820,20111025,1,252,0,10
1,125840,20111025,1,198,0,8
1,125900,20111025,1,333,0,9
1,125920,20111025,1,228,0,6
1,125940,20111025,1,36,0,3
1,130000,20111025,1,198,0,9
1,130020,20111025,1,96,0,8
1,130040,20111025,1,99,0,4
1,130100,20111025,1,48,0,4
1,130120,20111025,1,96,0,4
1,130140,20111025,1,162,0,8
1,130200,20111025,1,137,0,5
1,130220,20111025,1,239,0,8
1,130240,20111025,1,264,0,7
1,130300,20111025,1,232,0,5
1,130320,20111025,1,71,0,4
1,130340,20111025,1,111,0,6
1,130400,20111025,1,90,0,4
1,130420,20111025,1,105,0,3
1,130440,20111025,1,131,0,4
1,130500,20111025,1,78,0,5
1,130520,20111025,1,180,0,5
1,130540,20111025,1,189,0,4
1,130600,20111025,1,162,0,6
1,130620,20111025,1,81,0,4
1,130640,20111025,1,164,0,6
1,130700,20111025,1,69,0,2
1,130720,20111025,1,135,0,6
1,130740,20111025,1,102,0,5
1,130800,20111025,1,156,0,6
1,130820,20111025,1,0,0,0
1,130840,20111025,1,225,0,6
1,130900,20111025,1,78,0,3
1,130920,20111025,1,33,0,3
1,130940,20111025,1,129,0,7
1,131000,20111025,1,318,0,8
1,131020,20111025,1,117,0,2
1,131040,20111025,1,177,0,5
1,131100,20111025,1,171,0,5
1,131120,20111025,1,99,0,4
1,131140,20111025,1,114,0,6
1,131200,20111025,1,140,0,5
1,131220,20111025,1,42,0,4
1,131240,20111025,1,117,0,5
1,131300,20111025,1,78,0,6
1,131320,20111025,1,165,0,5
1,131340,20111025,1,216,0,6
1,131400,20111025,1,135,0,4
1,131420,20111025,1,107,0,7
1,131440,20111025,1,12,0,1
1,131500,20111025,1,120,0,5
1,131520,20111025,1,117,0,7
1,131540,20111025,1,42,0,3
1,131600,20111025,1,183,0,10
1,131620,20111025,1,185,0,5
1,131640,20111025,1,210,0,5
1,131700,20111025,1,87,0,5
1,131720,20111025,1,177,0,8
1,131740,20111025,1,252,0,6
1,131800,20111025,1,309,0,8
1,131820,20111025,1,231,0,6
1,131840,20111025,1,161,0,6
1,131900,20111025,1,64,0,4
1,131920,20111025,1,72,0,3
1,131940,20111025,1,114,0,6
1,132000,20111025,1,78,0,6
1,132020,20111025,1,83,3,1
1,132040,20111025,1,70,0,2
1,132100,20111025,1,108,0,2
1,132120,20111025,1,78,0,5
1,132140,20111025,1,102,0,4
1,132200,20111025,1,180,0,5
1,132220,20111025,1,54,0,3
1,132240,20111025,1,113,0,5
1,132300,20111025,1,100,0,3
1,132320,20111025,1,153,0,4
1,132340,20111025,1,168,0,5
1,132400,20111025,1,73,0,3
1,132420,20111025,1,137,0,5
1,132440,20111025,1,195,0,6
1,132500,20111025,1,171,0,5
1,132520,20111025,1,63,0,1
1,132540,20111025,1,95,0,4
1,132600,20111025,1,57,0,4
1,132620,20111025,1,200,0,4
1,132640,20111025,1,127,0,8
1,132700,20111025,1,63,0,5
1,132720,20111025,1,78,0,4
1,132740,20111025,1,111,0,2
1,132800,20111025,1,63,0,4
1,132820,20111025,1,150,0,4
1,132840,20111025,1,166,0,8
1,132900,20111025,1,300,0,6
1,132920,20111025,1,102,0,5
1,132940,20111025,1,156,0,5
1,133000,20111025,1,153,0,4
1,133020,20111025,1,335,0,11
1,133040,20111025,1,210,0,9
1,133100,20111025,1,201,0,5
1,133120,20111025,1,78,0,3
1,133140,20111025,1,120,0,5
1,133200,20111025,1,260,0,7
1,133220,20111025,1,156,0,8
1,133240,20111025,1,141,0,7
1,133300,20111025,1,24,0,3
1,133320,20111025,1,96,0,4
1,133340,20111025,1,170,0,8
1,133400,20111025,1,12,0,1
1,133420,20111025,1,174,0,7
1,133440,20111025,1,237,0,6
1,133500,20111025,1,95,0,5
1,133520,20111025,1,66,0,3
1,133540,20111025,1,255,0,9
1,133600,20111025,1,135,0,5
1,133620,20111025,1,183,0,7
1,133640,20111025,1,191,0,10
1,133700,20111025,1,141,0,5
1,133720,20111025,1,114,0,5
1,133740,20111025,1,171,0,8
1,133800,20111025,1,132,0,8
1,133820,20111025,1,111,0,7
1,133840,20111025,1,67,0,2
1,133900,20111025,1,128,0,6
1,133920,20111025,1,196,0,7
1,133940,20111025,1,57,0,3
1,134000,20111025,1,99,0,2
1,134020,20111025,1,267,0,8
1,134040,20111025,1,102,3,1
1,134100,20111025,1,22,0,4
1,134120,20111025,1,30,0,3
1,134140,20111025,1,203,0,7
1,134200,20111025,1,192,0,6
1,134220,20111025,1,228,0,6
1,134240,20111025,1,276,0,9
1,134300,20111025,1,119,0,3
1,134320,20111025,1,246,0,10
1,134340,20111025,1,36,0,3
1,134400,20111025,1,213,0,5
1,134420,20111025,1,170,0,6
1,134440,20111025,1,48,0,4
1,134500,20111025,1,186,0,9
1,134520,20111025,1,90,0,3
1,134540,20111025,1,126,0,7
1,134600,20111025,1,172,0,6
1,134620,20111025,1,369,0,9
1,134640,20111025,1,154,0,7
1,134700,20111025,1,158,0,6
1,134720,20111025,1,144,0,4
1,134740,20111025,1,216,0,6
1,134800,20111025,1,147,0,5
1,134820,20111025,1,196,0,7
1,134840,20111025,1,161,0,5
1,134900,20111025,1,129,0,4
1,134920,20111025,1,48,0,4
1,134940,20111025,1,207,0,7
1,135000,20111025,1,111,0,4
1,135020,20111025,1,283,0,7
1,135040,20111025,1,116,0,4
1,135100,20111025,1,98,0,2
1,135120,20111025,1,190,0,6
1,135140,20111025,1,99,0,6
1,135200,20111025,1,102,0,5
1,135220,20111025,1,84,0,5
1,135240,20111025,1,93,0,5
1,135300,20111025,1,155,0,6
1,135320,20111025,1,43,0,3
1,135340,20111025,1,315,0,6
1,135400,20111025,1,126,0,6
1,135420,20111025,1,153,0,6
1,135440,20111025,1,131,0,7
1,135500,20111025,1,11,0,1
1,135520,20111025,1,111,0,4
1,135540,20111025,1,111,0,6
1,135600,20111025,1,135,0,4
1,135620,20111025,1,78,0,4
1,135640,20111025,1,246,0,6
1,135700,20111025,1,51,0,2
1,135720,20111025,1,114,0,4
1,135740,20111025,1,204,0,5
1,135800,20111025,1,347,0,9
1,135820,20111025,1,198,0,5
1,135840,20111025,1,276,0,11
1,135900,20111025,1,132,0,6
1,135920,20111025,1,69,0,5
1,135940,20111025,1,60,0,6
1,140000,20111025,1,99,0,3
1,140020,20111025,1,57,0,2
1,140040,20111025,1,223,0,5
1,140100,20111025,1,141,0,5
1,140120,20111025,1,24,0,1
1,140140,20111025,1,117,0,8
1,140200,20111025,1,75,0,3
1,140220,20111025,1,336,0,7
1,140240,20111025,1,72,0,2
1,140300,20111025,1,60,0,5
1,140320,20111025,1,110,0,4
1,140340,20111025,1,316,0,9
1,140400,20111025,1,129,0,4
1,140420,20111025,1,159,0,6
1,140440,20111025,1,139,0,8
1,140500,20111025,1,84,0,4
1,140520,20111025,1,132,0,5
1,140540,20111025,1,198,0,5
1,140600,20111025,1,99,0,9
1,140620,20111025,1,111,0,4
1,140640,20111025,1,275,0,8
1,140700,20111025,1,241,0,8
1,140720,20111025,1,39,0,4
1,140740,20111025,1,103,0,6
1,140800,20111025,1,296,0,7
1,140820,20111025,1,109,0,6
1,140840,20111025,1,212,0,6
1,140900,20111025,1,91,0,4
1,140920,20111025,1,102,0,4
1,140940,20111025,1,186,0,4
1,141000,20111025,1,150,0,7
1,141020,20111025,1,54,0,5
1,141040,20111025,1,72,0,3
1,141100,20111025,1,168,0,4
1,141120,20111025,1,54,0,4
1,141140,20111025,1,150,0,6
1,141200,20111025,1,189,0,5
1,141220,20111025,1,153,0,6
1,141240,20111025,1,195,0,6
1,141300,20111025,1,123,0,3
1,141320,20111025,1,141,0,4
1,141340,20111025,1,165,0,4
1,141400,20111025,1,114,0,5
1,141420,20111025,1,225,0,7
1,141440,20111025,1,24,0,2
1,141500,20111025,1,39,0,3
1,141520,20111025,1,33,0,3
1,141540,20111025,1,162,0,9
1,141600,20111025,1,239,0,5
1,141620,20111025,1,223,0,7
1,141640,20111025,1,165,0,6
1,141700,20111025,1,153,0,6
1,141720,20111025,1,34,0,3
1,141740,20111025,1,271,0,6
1,141800,20111025,1,140,0,4
1,141820,20111025,1,321,0,8
1,141840,20111025,1,300,0,6
1,141900,20111025,1,69,0,3
1,141920,20111025,1,87,0,8
1,141940,20111025,1,79,0,6
1,142000,20111025,1,180,0,6
1,142020,20111025,1,84,0,5
1,142040,20111025,1,114,0,4
1,142100,20111025,1,186,0,6
1,142120,20111025,1,150,0,4
1,142140,20111025,1,256,0,9
1,142200,20111025,1,122,0,6
1,142220,20111025,1,36,0,3
1,142240,20111025,1,33,0,3
1,142300,20111025,1,145,0,10
1,142320,20111025,1,66,0,2
1,142340,20111025,1,128,0,6
1,142400,20111025,1,193,0,8
1,142420,20111025,1,63,0,3
1,142440,20111025,1,63,0,4
1,142500,20111025,1,78,0,7
1,142520,20111025,1,72,0,3
1,142540,20111025,1,146,0,5
1,142600,20111025,1,264,0,7
1,142620,20111025,1,188,0,7
1,142640,20111025,1,90,0,4
1,142700,20111025,1,141,0,7
1,142720,20111025,1,84,0,4
1,142740,20111025,1,18,0,2
1,142800,20111025,1,99,0,4
1,142820,20111025,1,135,0,5
1,142840,20111025,1,210,0,7
1,142900,20111025,1,198,0,7
1,142920,20111025,1,288,0,7
1,142940,20111025,1,112,0,9
1,143000,20111025,1,111,0,6
1,143020,20111025,1,167,0,3
1,143040,20111025,1,121,0,4
1,143100,20111025,1,105,0,4
1,143120,20111025,1,80,0,5
1,143140,20111025,1,127,0,8
1,143200,20111025,1,36,0,2
1,143220,20111025,1,108,0,5
1,143240,20111025,1,156,0,6
1,143300,20111025,1,213,0,4
1,143320,20111025,1,237,0,7
1,143340,20111025,1,249,0,6
1,143400,20111025,1,107,0,5
1,143420,20111025,1,126,0,4
1,143440,20111025,1,285,0,8
1,143500,20111025,1,72,0,2
1,143520,20111025,1,144,0,8
1,143540,20111025,1,140,0,7
1,143600,20111025,1,90,0,7
1,143620,20111025,1,123,0,7
1,143640,20111025,1,162,0,5
1,143700,20111025,1,210,0,7
1,143720,20111025,1,225,0,6
1,143740,20111025,1,99,0,3
1,143800,20111025,1,199,0,5
1,143820,20111025,1,90,0,7
1,143840,20111025,1,178,0,5
1,143900,20111025,1,129,0,5
1,143920,20111025,1,87,0,4
1,143940,20111025,1,48,0,3
1,144000,20111025,1,69,0,6
1,144020,20111025,1,162,0,6
1,144040,20111025,1,155,0,8
1,144100,20111025,1,111,0,5
1,144120,20111025,1,144,0,5
1,144140,20111025,1,165,0,6
1,144200,20111025,1,86,0,3
1,144220,20111025,1,154,0,6
1,144240,20111025,1,203,0,7
1,144300,20111025,1,57,0,5
1,144320,20111025,1,133,0,3
1,144340,20111025,1,56,0,1
1,144400,20111025,1,60,0,3
1,144420,20111025,1,312,0,8
1,144440,20111025,1,219,0,9
1,144500,20111025,1,227,0,6
1,144520,20111025,1,171,0,5
1,144540,20111025,1,181,0,6
1,144600,20111025,1,184,0,7
1,144620,20111025,1,36,0,3
1,144640,20111025,1,51,0,4
1,144700,20111025,1,186,0,5
1,144720,20111025,1,39,0,3
1,144740,20111025,1,151,0,6
1,144800,20111025,1,90,0,5
1,144820,20111025,1,221,0,5
1,144840,20111025,1,193,0,6
1,144900,20111025,1,113,0,5
1,144920,20111025,1,117,0,8
1,144940,20111025,1,244,0,9
1,145000,20111025,1,297,0,7
1,145020,20111025,1,78,0,3
1,145040,20111025,1,108,0,6
1,145100,20111025,1,306,0,7
1,145120,20111025,1,114,0,3
1,145140,20111025,1,171,0,6
1,145200,20111025,1,83,0,5
1,145220,20111025,1,99,0,5
1,145240,20111025,1,279,0,9
1,145300,20111025,1,54,0,4
1,145320,20111025,1,105,0,5
1,145340,20111025,1,68,0,5
1,145400,20111025,1,219,0,9
1,145420,20111025,1,138,0,5
1,145440,20111025,1,89,0,4
1,145500,20111025,1,108,0,5
1,145520,20111025,1,63,0,5
1,145540,20111025,1,71,0,6
1,145600,20111025,1,121,0,8
1,145620,20111025,1,162,0,9
1,145640,20111025,1,129,0,3
1,145700,20111025,1,206,0,8
1,145720,20111025,1,72,0,3
1,145740,20111025,1,99,0,5
1,145800,20111025,1,150,0,9
1,145820,20111025,1,39,0,3
1,145840,20111025,1,41,0,4
1,145900,20111025,1,123,0,5
1,145920,20111025,1,141,0,5
1,145940,20111025,1,144,0,5
1,150000,20111025,1,63,0,3
1,150020,20111025,1,131,0,5
1,150040,20111025,1,130,0,6
1,150100,20111025,1,99,0,4
1,150120,20111025,1,102,0,4
1,150140,20111025,1,120,0,4
1,150200,20111025,1,171,0,5
1,150220,20111025,1,186,0,4
1,150240,20111025,1,117,0,3
1,150300,20111025,1,120,0,4
1,150320,20111025,1,69,0,5
1,150340,20111025,1,96,0,3
1,150400,20111025,1,96,0,7
1,150420,20111025,1,38,0,3
1,150440,20111025,1,153,0,4
1,150500,20111025,1,125,0,5
1,150520,20111025,1,106,0,6
1,150540,20111025,1,33,0,3
1,150600,20111025,1,153,0,6
1,150620,20111025,1,107,0,4
1,150640,20111025,1,147,0,4
1,150700,20111025,1,75,0,4
1,150720,20111025,1,85,0,2
1,150740,20111025,1,203,0,7
1,150800,20111025,1,147,0,5
1,150820,20111025,1,180,0,5
1,150840,20111025,1,192,0,9
1,150900,20111025,1,24,0,2
1,150920,20111025,1,111,0,6
1,150940,20111025,1,52,0,5
1,151000,20111025,1,153,0,5
1,151020,20111025,1,111,0,5
1,151040,20111025,1,45,0,4
1,151100,20111025,1,195,0,7
1,151120,20111025,1,270,0,6
1,151140,20111025,1,171,0,8
1,151200,20111025,1,126,0,6
1,151220,20111025,1,72,0,5
1,151240,20111025,1,177,0,4
1,151300,20111025,1,174,0,6
1,151320,20111025,1,18,0,2
1,151340,20111025,1,153,0,9
1,151400,20111025,1,93,0,8
1,151420,20111025,1,72,0,3
1,151440,20111025,1,129,0,4
1,151500,20111025,1,195,0,6
1,151520,20111025,1,131,0,6
1,151540,20111025,1,34,0,3
1,151600,20111025,1,210,0,6
1,151620,20111025,1,291,0,8
1,151640,20111025,1,111,0,4
1,151700,20111025,1,108,0,4
1,151720,20111025,1,51,0,3
1,151740,20111025,1,57,0,4
1,151800,20111025,1,115,0,4
1,151820,20111025,1,175,0,4
1,151840,20111025,1,137,0,5
1,151900,20111025,1,198,0,6
1,151920,20111025,1,87,0,4
1,151940,20111025,1,141,0,4
1,152000,20111025,1,165,0,6
1,152020,20111025,1,192,0,8
1,152040,20111025,1,105,0,3
1,152100,20111025,1,33,0,3
1,152120,20111025,1,51,0,3
1,152140,20111025,1,69,0,6
1,152200,20111025,1,79,0,6
1,152220,20111025,1,103,0,4
1,152240,20111025,1,117,0,7
1,152300,20111025,1,174,0,6
1,152320,20111025,1,63,0,5
1,152340,20111025,1,171,0,5
1,152400,20111025,1,90,0,5
1,152420,20111025,1,140,0,7
1,152440,20111025,1,151,0,10
1,152500,20111025,1,69,0,6
1,152520,20111025,1,45,0,4
1,152540,20111025,1,78,0,5
1,152600,20111025,1,69,0,4
1,152620,20111025,1,195,0,6
1,152640,20111025,1,242,0,5
1,152700,20111025,1,187,0,8
1,152720,20111025,1,159,0,8
1,152740,20111025,1,65,0,2
1,152800,20111025,1,165,0,9
1,152820,20111025,1,54,0,2
1,152840,20111025,1,124,0,4
1,152900,20111025,1,50,0,5
1,152920,20111025,1,171,0,9
1,152940,20111025,1,81,0,4
1,153000,20111025,1,72,0,6
1,153020,20111025,1,168,0,8
1,153040,20111025,1,114,0,6
1,153100,20111025,1,36,0,2
1,153120,20111025,1,111,0,5
1,153140,20111025,1,93,0,4
1,153200,20111025,1,186,0,10
1,153220,20111025,1,114,0,4
1,153240,20111025,1,84,0,4
1,153300,20111025,1,78,0,5
1,153320,20111025,1,90,0,8
1,153340,20111025,1,171,0,7
1,153400,20111025,1,65,0,5
1,153420,20111025,1,84,0,7
1,153440,20111025,1,30,0,3
1,153500,20111025,1,81,0,4
1,153520,20111025,1,60,0,5
1,153540,20111025,1,146,0,7
1,153600,20111025,1,96,0,5
1,153620,20111025,1,225,0,6
1,153640,20111025,1,132,0,4
1,153700,20111025,1,117,0,6
1,153720,20111025,1,45,0,4
1,153740,20111025,1,69,0,6
1,153800,20111025,1,135,0,6
1,153820,20111025,1,180,0,6
1,153840,20111025,1,96,0,5
1,153900,20111025,1,169,0,10
1,153920,20111025,1,57,0,5
1,153940,20111025,1,120,0,9
1,154000,20111025,1,133,0,6
1,154020,20111025,1,81,0,3
1,154040,20111025,1,156,0,7
1,154100,20111025,1,9,0,1
1,154120,20111025,1,216,0,8
1,154140,20111025,1,81,0,7
1,154200,20111025,1,78,0,4
1,154220,20111025,1,138,0,7
1,154240,20111025,1,129,0,6
1,154300,20111025,1,87,0,5
1,154320,20111025,1,83,0,4
1,154340,20111025,1,108,0,6
1,154400,20111025,1,150,0,5
1,154420,20111025,1,108,0,6
1,154440,20111025,1,156,0,6
1,154500,20111025,1,180,0,7
1,154520,20111025,1,84,0,7
1,154540,20111025,1,129,0,6
1,154600,20111025,1,198,0,9
1,154620,20111025,1,147,0,7
1,154640,20111025,1,141,0,8
1,154700,20111025,1,159,0,6
1,154720,20111025,1,186,0,5
1,154740,20111025,1,108,0,7
1,154800,20111025,1,174,0,11
1,154820,20111025,1,141,0,9
1,154840,20111025,1,42,0,3
1,154900,20111025,1,63,0,3
1,154920,20111025,1,69,0,3
1,154940,20111025,1,210,0,8
1,155000,20111025,1,261,0,9
1,155020,20111025,1,144,0,4
1,155040,20111025,1,155,0,8
1,155100,20111025,1,63,0,5
1,155120,20111025,1,39,0,2
1,155140,20111025,1,177,0,8
1,155200,20111025,1,276,0,8
1,155220,20111025,1,207,0,9
1,155240,20111025,1,81,0,4
1,155300,20111025,1,213,0,7
1,155320,20111025,1,146,0,7
1,155340,20111025,1,180,0,7
1,155400,20111025,1,96,0,10
1,155420,20111025,1,138,0,5
1,155440,20111025,1,54,0,4
1,155500,20111025,1,48,0,4
1,155520,20111025,1,82,0,6
1,155540,20111025,1,201,0,6
1,155600,20111025,1,63,0,5
1,155620,20111025,1,108,0,5
1,155640,20111025,1,213,0,8
1,155700,20111025,1,228,0,10
1,155720,20111025,1,153,0,7
1,155740,20111025,1,177,0,9
1,155800,20111025,1,126,0,8
1,155820,20111025,1,180,0,10
1,155840,20111025,1,81,0,7
1,155900,20111025,1,189,0,5
1,155920,20111025,1,60,0,4
1,155940,20111025,1,93,0,7
1,160000,20111025,1,87,0,4
1,160020,20111025,1,168,0,10
1,160040,20111025,1,98,0,6
1,160100,20111025,1,51,0,2
1,160120,20111025,1,54,0,4
1,160140,20111025,1,126,0,9
1,160200,20111025,1,138,0,8
1,160220,20111025,1,45,0,4
1,160240,20111025,1,229,0,10
1,160300,20111025,1,30,0,3
1,160320,20111025,1,53,0,4
1,160340,20111025,1,196,0,9
1,160400,20111025,1,117,0,5
1,160420,20111025,1,159,0,6
1,160440,20111025,1,183,0,6
1,160500,20111025,1,120,0,5
1,160520,20111025,1,96,0,5
1,160540,20111025,1,39,0,4
1,160600,20111025,1,130,0,3
1,160620,20111025,1,116,0,5
1,160640,20111025,1,78,0,6
1,160700,20111025,1,174,0,7
1,160720,20111025,1,105,0,10
1,160740,20111025,1,27,0,3
1,160800,20111025,1,126,0,9
1,160820,20111025,1,84,0,10
1,160840,20111025,1,69,0,4
1,160900,20111025,1,135,0,6
1,160920,20111025,1,31,0,0
1,160940,20111025,1,98,0,7
1,161000,20111025,1,261,0,7
1,161020,20111025,1,60,0,3
1,161040,20111025,1,78,0,3
1,161100,20111025,1,123,0,9
1,161120,20111025,1,104,0,8
1,161140,20111025,1,93,0,4
1,161200,20111025,1,120,0,6
1,161220,20111025,1,108,0,5
1,161240,20111025,1,195,0,7
1,161300,20111025,1,186,0,9
1,161320,20111025,1,146,0,6
1,161340,20111025,1,66,0,4
1,161400,20111025,1,234,0,12
1,161420,20111025,1,93,0,4
1,161440,20111025,1,36,0,3
1,161500,20111025,1,147,0,6
1,161520,20111025,1,36,0,3
1,161540,20111025,1,57,0,4
1,161600,20111025,1,141,0,11
1,161620,20111025,1,63,0,3
1,161640,20111025,1,141,0,7
1,161700,20111025,1,108,0,4
1,161720,20111025,1,102,0,5
1,161740,20111025,1,34,0,3
1,161800,20111025,1,166,0,8
1,161820,20111025,1,81,0,4
1,161840,20111025,1,102,0,4
1,161900,20111025,1,213,0,8
1,161920,20111025,1,60,0,5
1,161940,20111025,1,149,0,7
1,162000,20111025,1,33,0,3
1,162020,20111025,1,63,0,5
1,162040,20111025,1,177,0,8
1,162100,20111025,1,87,0,5
1,162120,20111025,1,123,0,8
1,162140,20111025,1,168,0,6
1,162200,20111025,1,105,0,6
1,162220,20111025,1,63,0,5
1,162240,20111025,1,108,0,5
1,162300,20111025,1,181,0,7
1,162320,20111025,1,117,0,9
1,162340,20111025,1,54,0,5
1,162400,20111025,1,117,0,10
1,162420,20111025,1,78,0,5
1,162440,20111025,1,57,0,1
1,162500,20111025,1,39,0,4
1,162520,20111025,1,138,0,7
1,162540,20111025,1,114,0,7
1,162600,20111025,1,69,0,7
1,162620,20111025,1,99,0,5
1,162640,20111025,1,186,0,7
1,162700,20111025,1,78,0,7
1,162720,20111025,1,69,0,3
1,162740,20111025,1,33,0,3
1,162800,20111025,1,78,0,6
1,162820,20111025,1,237,0,9
1,162840,20111025,1,180,0,5
1,162900,20111025,1,96,0,8
1,162920,20111025,1,162,0,4
1,162940,20111025,1,192,0,8
1,163000,20111025,1,48,0,4
1,163020,20111025,0,0,0,0
1,163040,20111025,0,0,0,0
1,163100,20111025,0,0,0,0
1,163120,20111025,0,0,0,0
1,163140,20111025,0,0,0,0
1,163200,20111025,0,0,0,0
1,163220,20111025,0,0,0,0
1,163240,20111025,0,0,0,0
1,163300,20111025,0,0,0,0
1,163320,20111025,0,0,0,0
1,163340,20111025,0,0,0,0
1,163400,20111025,0,0,0,0
1,163420,20111025,0,0,0,0
1,163440,20111025,0,0,0,0
1,163500,20111025,0,0,0,0
1,163520,20111025,0,0,0,0
1,163540,20111025,0,0,0,0
1,163600,20111025,0,0,0,0
1,163620,20111025,0,0,0,0
1,163640,20111025,0,0,0,0
1,163700,20111025,0,0,0,0
1,163720,20111025,0,0,0,0
1,163740,20111025,0,0,0,0
1,163800,20111025,0,0,0,0
1,163820,20111025,0,0,0,0
1,163840,20111025,0,0,0,0
1,163900,20111025,0,0,0,0
1,163920,20111025,0,0,0,0
1,163940,20111025,0,0,0,0
1,164000,20111025,0,0,0,0
1,164020,20111025,0,0,0,0
1,164040,20111025,0,0,0,0
1,164100,20111025,0,0,0,0
1,164120,20111025,0,0,0,0
1,164140,20111025,0,0,0,0
1,164200,20111025,0,0,0,0
1,164220,20111025,0,0,0,0
1,164240,20111025,0,0,0,0
1,164300,20111025,0,0,0,0
1,164320,20111025,0,0,0,0
1,164340,20111025,1,0,4,0
1,164400,20111025,1,0,4,0
1,164420,20111025,1,177,0,9
1,164440,20111025,1,162,0,10
1,164500,20111025,1,123,0,6
1,164520,20111025,1,172,0,9
1,164540,20111025,1,99,0,6
1,164600,20111025,1,93,0,5
1,164620,20111025,1,78,0,4
1,164640,20111025,1,68,0,6
1,164700,20111025,1,111,0,6
1,164720,20111025,1,194,0,5
1,164740,20111025,1,156,0,4
1,164800,20111025,1,146,0,9
1,164820,20111025,1,90,0,7
1,164840,20111025,1,65,0,5
1,164900,20111025,1,75,0,3
1,164920,20111025,1,123,0,3
1,164940,20111025,1,123,0,6
1,165000,20111025,1,180,0,10
1,165020,20111025,1,182,0,6
1,165040,20111025,1,117,0,4
1,165100,20111025,1,30,0,3
1,165120,20111025,1,148,0,2
1,165140,20111025,1,71,0,6
1,165200,20111025,1,105,0,5
