LOOPID,HHMMSS,YYYYMMDD,has_data,scan_count,flag,volume
1,41120,20111025,1,0,0,0
1,41140,20111025,1,0,0,0
1,41200,20111025,1,0,0,0
1,41220,20111025,1,102,0,2
1,41240,20111025,1,15,0,1
1,41300,20111025,1,87,0,4
1,41320,20111025,1,75,0,3
1,41340,20111025,1,28,0,1
1,41400,20111025,1,32,0,2
1,41420,20111025,1,51,0,1
1,41440,20111025,1,36,0,3
1,41500,20111025,1,0,0,0
1,41520,20111025,1,189,0,3
1,41540,20111025,1,9,0,1
1,41600,20111025,1,0,0,0
1,41620,20111025,1,96,0,3
1,41640,20111025,1,12,0,1
1,41700,20111025,1,0,0,0
1,41720,20111025,1,57,0,1
1,41740,20111025,1,39,0,1
1,41800,20111025,1,33,0,2
1,41820,20111025,1,21,0,2
1,41840,20111025,1,42,0,4
1,41900,20111025,1,24,0,1
1,41920,20111025,1,60,0,4
1,41940,20111025,1,20,0,1
1,42000,20111025,1,42,0,4
1,42020,20111025,1,51,0,5
1,42040,20111025,1,12,0,1
1,42100,20111025,1,87,0,2
1,42120,20111025,1,9,0,1
1,42140,20111025,1,12,0,1
1,42200,20111025,1,27,0,2
1,42220,20111025,1,18,0,2
1,42240,20111025,1,35,0,1
1,42300,20111025,1,130,0,3
1,42320,20111025,1,39,0,4
1,42340,20111025,1,122,0,3
1,42400,20111025,1,72,0,3
1,42420,20111025,1,60,0,3
1,42440,20111025,1,84,0,4
1,42500,20111025,1,15,0,1
1,42520,20111025,1,21,0,2
1,42540,20111025,1,63,0,4
1,42600,20111025,1,102,0,2
1,42620,20111025,1,12,0,1
1,42640,20111025,1,102,0,3
1,42700,20111025,1,27,0,2
1,42720,20111025,1,60,0,1
1,42740,20111025,1,27,0,2
1,42800,20111025,1,0,0,0
1,42820,20111025,1,198,0,5
1,42840,20111025,1,105,0,5
1,42900,20111025,1,21,0,2
1,42920,20111025,1,114,0,3
1,42940,20111025,1,168,0,4
1,43000,20111025,1,12,0,1
